car_company,car_model,registered_yr,Kms_driven,owner_type,body_type,seats,transmission_type,fuel_type,engine_capacity_in_cc,mileage_in_kmpl,max_power_in_bhp,insurance,city,resale_price_in_Lakh_Rupees
Maruti,Maruti Baleno 1.2 Delta,2016,66012,First Owner,Hatchback,5,Manual,Petrol,1197,21,83,Third Party,Delhi,5.02
Maruti,Maruti Swift VXI,2015,70706,First Owner,Hatchback,5,Manual,Petrol,1197,22,88,Comprehensive,Delhi,3.71
Maruti,Maruti Swift Dzire ZXI Plus,2019,30000,Second Owner,Sedan,5,Manual,Petrol,1197,21,81,Third Party insurance,Delhi,6.7
Mahindra,Mahindra Ssangyong Rexton RX6,2014,70000,First Owner,SUV,7,Manual,Diesel,2696,12,162,Third Party insurance,Gurgaon,8
Honda,Honda City i VTEC VX Option,2016,47575,First Owner,Sedan,5,Manual,Petrol,1497,17,117,Comprehensive,Delhi,7.05
Mahindra,Mahindra XUV500 W7 AT BSIV,2018,30000,Second Owner,SUV,7,Automatic,Diesel,2179,15,152,Third Party insurance,Delhi,12
Audi,Audi Q3 30 TFSI Premium FWD,2018,59000,Second Owner,SUV,5,Automatic,Petrol,1395,16,147,Comprehensive,Delhi,23.5
Toyota,Toyota Fortuner 2.8 2WD AT,2018,87000,First Owner,SUV,7,Automatic,Diesel,2755,12,174,Comprehensive,Delhi,29.9
Maruti,Maruti Wagon R VXI AMT 1.2,2016,59000,First Owner,Hatchback,5,Automatic,Petrol,1197,20,81,Comprehensive,Delhi,3.65
Hyundai,Hyundai Creta SX Opt Diesel AT BSVI,2022,5700,First Owner,SUV,5,Automatic,Diesel,1493,18,113,Comprehensive,Delhi,19.86
Audi,Audi Q3 2.0 TDI Quattro Premium Plus,2013,100000,Second Owner,SUV,5,Automatic,Diesel,1968,15,174,Third Party insurance,Delhi,13
Maruti,Maruti Swift Dzire LDI,2015,70000,First Owner,Sedan,5,Manual,Diesel,1248,26,74,Third Party insurance,Delhi,4.2
BMW,BMW 3 Series 320d Sport Line,2013,90000,Second Owner,Sedan,5,Automatic,Diesel,1995,18,184,Third Party insurance,Delhi,8.8
Maruti,Maruti Wagon R VXI BS IV,2016,22278,First Owner,Hatchback,5,Manual,Petrol,998,20,67,Third Party,Delhi,3.63
Skoda,Skoda Octavia 1.8 TSI AT L K,2018,48000,First Owner,Sedan,5,Automatic,Petrol,1798,15,178,Third Party insurance,Mumbai,16.75
Maruti,Maruti Ertiga ZXI Plus Petrol,2019,55395,First Owner,MUV,7,Manual,Petrol,1462,19,103,Comprehensive,Mumbai,9.85
Volkswagen,Volkswagen Vento Petrol Highline,2013,75000,Second Owner,Sedan,5,Manual,Petrol,1598,15,103,Comprehensive,Mumbai,3.5
Mercedes-Benz,Mercedes-Benz S-Class S 500 L,2011,81770,Second Owner,Sedan,5,Automatic,Petrol,5461,7,362,Comprehensive,Mumbai,16.5
Honda,Honda City 1.5 S AT,2013,65000,First Owner,Sedan,5,Automatic,Petrol,1497,16,116,Comprehensive,Mumbai,4.51
Maruti,Maruti Celerio VXI,2016,36913,First Owner,Hatchback,5,Manual,Petrol,998,23,67,Comprehensive,Bangalore,4.85
Hyundai,Hyundai Verna 1.6 SX,2014,64000,Second Owner,Sedan,5,Manual,Diesel,1582,22,126,Comprehensive,Bangalore,6.25
Tata,Tata Harrier XZ BSIV,2019,20564,First Owner,SUV,5,Manual,Diesel,1956,17,138,Comprehensive,Bangalore,16.95
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Option,2020,12000,First Owner,Hatchback,5,Manual,Petrol,1197,18,81,Comprehensive,Bangalore,6.75
Toyota,Toyota Innova Crysta 2.4 VX MT 8 STR,2017,77000,Second Owner,MUV,8,Manual,Diesel,2393,13,147,Comprehensive,Delhi,15.25
Maruti,Maruti Vitara Brezza LDi Option,2016,21000,First Owner,SUV,5,Manual,Diesel,1248,24,88,Third Party insurance,Delhi,5.35
Hyundai,Hyundai Grand i10 1.2 CRDi Magna,2017,60000,First Owner,Hatchback,5,Manual,Diesel,1186,24,73,Third Party insurance,Agra,5.1
Honda,Honda City VTEC,2006,100000,Second Owner,Sedan,5,Manual,Petrol,1497,16,114,Third Party insurance,Lucknow,1.1
Hyundai,Hyundai Grand i10 1.2 Kappa Asta,2018,51140,Second Owner,Hatchback,5,Manual,Petrol,1197,18,81,Third Party,Lucknow,4.7
Maruti,Maruti Baleno Sigma BSVI,2023,10000,First Owner,Hatchback,5,Manual,Petrol,1197,22,88,Third Party insurance,Lucknow,7
Tata,Tata Tiago XZ Plus BSVI,2021,50000,Second Owner,Hatchback,5,Manual,Petrol,1199,19,84,Third Party insurance,Lucknow,4.99
Hyundai,Hyundai i10 Magna 1.1,2010,40000,Second Owner,Hatchback,5,Manual,Petrol,1086,19,68,Third Party insurance,Lucknow,1.8
Hyundai,Hyundai i20 Sportz IVT DT,2021,16659,First Owner,Hatchback,5,Automatic,Petrol,1197,19,86,Zero Dep,Chandigarh,7.8
Mahindra,Mahindra XUV500 AT W10 FWD,2016,111269,Third Owner,SUV,7,Automatic,Diesel,2179,16,140,Comprehensive,Chandigarh,6.59
Hyundai,Hyundai Elantra S,2013,48112,Third Owner,Sedan,5,Manual,Petrol,1797,16,147,Without Insuarance,Chandigarh,3.47
Volkswagen,Volkswagen Polo Diesel Comfortline 1.2L,2012,52608,Third Owner,Hatchback,5,Manual,Diesel,1199,22,73,Without Insuarance,Chandigarh,3.5
Hyundai,Hyundai Creta 1.6 VTVT SX Plus,2016,60647,Second Owner,SUV,5,Manual,Petrol,1591,13,121,Comprehensive,Jaipur,7.83
Maruti,Maruti Wagon R LXI,2011,72580,First Owner,Hatchback,5,Manual,Petrol,998,21,67,Comprehensive,Jaipur,2.5
Kia,Kia Carnival Limousine,2020,35258,First Owner,MUV,7,Automatic,Diesel,2199,14,197,Comprehensive,Jaipur,31
Volkswagen,Volkswagen Polo 1.5 TDI Highline Plus,2015,78000,First Owner,Hatchback,5,Manual,Diesel,1498,20,88,Comprehensive,Jaipur,4.85
Maruti,Maruti Celerio VXI AT,2015,80000,First Owner,Hatchback,5,Automatic,Petrol,998,23,67,Third Party insurance,Kolkata,3
Mahindra,Mahindra Scorpio S3 9 Seater BSIV,2019,50000,Second Owner,SUV,9,Manual,Diesel,2523,15,75,Third Party insurance,Kolkata,8.5
Hyundai,Hyundai i20 Sportz 1.2,2015,50000,Second Owner,Hatchback,5,Manual,Petrol,1197,18,81,Third Party insurance,Kolkata,4.5
Maruti,Maruti Baleno 1.2 Delta,2018,29000,First Owner,Hatchback,5,Manual,Petrol,1197,21,83,Third Party insurance,Kolkata,5.7
Kia,Kia Seltos GTX Plus,2020,23000,First Owner,SUV,5,Manual,Petrol,1353,16,138,Comprehensive,Kolkata,13.5
Maruti,Maruti Wagon R VXI,2020,16800,First Owner,Hatchback,5,Manual,Petrol,998,21,67,Third Party insurance,Kolkata,5
Jeep,Jeep Compass 2.0 Limited Option 4X4 Black,2018,28831,First Owner,SUV,5,Manual,Diesel,1956,16,170,Third Party insurance,Kolkata,10
Tata,Tata Hexa XTA,2017,90000,First Owner,MUV,7,Automatic,Diesel,2179,17,153,Third Party insurance,Ahmedabad,13
Maruti,Maruti Swift Dzire VXI BSVI,2021,25196,First Owner,Sedan,5,Manual,Petrol,1197,22,88,Zero Dep,Ahmedabad,7.07
Maruti,Maruti Alto 800 LXI,2018,51798,First Owner,Hatchback,5,Manual,Petrol,796,22,47,Third Party insurance,Ahmedabad,3.34
Maruti,Maruti Wagon R ZXI 1.2,2019,50000,First Owner,Hatchback,5,Manual,Petrol,1197,20,81,Third Party insurance,Ahmedabad,5.7
Hyundai,Hyundai Verna CRDi,2010,110000,First Owner,Sedan,5,Manual,Diesel,1493,16,88,Third Party insurance,Ahmedabad,2.5
Maruti,Maruti Eeco 7 Seater STD 2020-2022,2020,50000,First Owner,Minivans,7,Manual,Petrol,1196,16,72,Third Party insurance,Ahmedabad,3.7
Maruti,Maruti Ignis 1.2 Delta BSIV,2018,89322,First Owner,Hatchback,5,Manual,Petrol,1197,20,81,Zero Dep,Ahmedabad,4.53
Hyundai,Hyundai i20 Sportz BSVI,2021,35792,First Owner,Hatchback,5,Manual,Petrol,1197,21,81,Third Party,Ahmedabad,7.93
Toyota,Toyota Corolla Altis D-4D GL,2017,57000,First Owner,Sedan,5,Manual,Diesel,1364,21,87,Comprehensive,Ahmedabad,10.75
Hyundai,Hyundai i10 Magna,2013,56000,First Owner,Hatchback,5,Manual,Petrol,1197,20,78,Third Party insurance,Ahmedabad,2.8
Maruti,Maruti Alto 800 LXI,2016,21233,First Owner,Hatchback,5,Manual,Petrol,796,22,47,Comprehensive,Chennai,3.03
Maruti,Maruti S-Presso VXI Plus AT 2019-2022,2020,31137,First Owner,Hatchback,5,Automatic,Petrol,998,21,67,Third Party insurance,Chennai,5.2
Renault,Renault Duster 110PS Diesel RxZ AWD,2017,72000,First Owner,SUV,5,Manual,Diesel,1461,19,108,Comprehensive,Chennai,7.9
Hyundai,Hyundai Santro Xing GLS,2009,94241,First Owner,Hatchback,5,Manual,Petrol,1086,17,62,Comprehensive,Chennai,1.65
Maruti,Maruti SX4 S Cross DDiS 200 Delta,2018,72020,First Owner,SUV,5,Manual,Diesel,1248,23,88,Comprehensive,Chennai,8.25
Maruti,Maruti S-Presso VXI BSVI,2021,7000,First Owner,Hatchback,5,Manual,Petrol,998,24,65,Comprehensive,Chennai,5.25
Maruti,Maruti Swift Dzire VDi,2012,97308,First Owner,Sedan,5,Manual,Diesel,1248,19,73,Comprehensive,Pune,5.58
Maruti,Maruti Vitara Brezza ZXI Plus AT Dual Tone,2022,10000,First Owner,SUV,5,Automatic,Petrol,1462,18,103,Third Party insurance,Pune,13.5
Maruti,Maruti Alto 800 LXI S-CNG,2020,79358,First Owner,Hatchback,4,Manual,CNG,796,31,40,Third Party,Pune,3.79
Maruti,Maruti Ciaz ZDi Plus,2015,74637,First Owner,Sedan,5,Manual,Diesel,1248,26,88,Comprehensive,Pune,6
Hyundai,Hyundai Venue SX Turbo,2019,50000,First Owner,SUV,5,Manual,Petrol,998,18,118,Third Party insurance,Pune,8.55
Maruti,Maruti Alto 800 LXI,2013,64268,Second Owner,Hatchback,5,Manual,Petrol,796,22,47,Third Party,Hyderabad,2.06
Honda,Honda City i DTEC SV,2015,100000,First Owner,Sedan,5,Manual,Diesel,1498,26,98,Third Party insurance,Hyderabad,5.2
Jeep,Jeep Compass 1.4 Sport,2018,30000,Second Owner,SUV,5,Manual,Petrol,1368,16,160,Third Party insurance,Hyderabad,8.9
Hyundai,Hyundai Creta 1.6 CRDi SX Option,2016,119080,First Owner,SUV,5,Manual,Diesel,1582,19,126,Third Party insurance,Hyderabad,9.41
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2013,120000,Second Owner,MUV,7,Manual,Diesel,2494,12,100,Third Party insurance,Hyderabad,9.75
Chevrolet,Chevrolet Beat Diesel LT,2014,110000,Third Owner,Hatchback,5,Manual,Diesel,936,25,56,Third Party insurance,Gurgaon,1.55
Maruti,Maruti Baleno 1.2 Delta,2017,42531,First Owner,Hatchback,5,Manual,Petrol,1197,21,83,Comprehensive,Gurgaon,5.69
Maruti,Maruti Wagon R VXI BS IV,2010,15588,First Owner,Hatchback,5,Manual,Petrol,998,18,67,Comprehensive,Gurgaon,1.97
Kia,Kia Carnival Limousine,2020,60000,First Owner,MUV,7,Automatic,Diesel,2199,14,197,Third Party insurance,Delhi,28.75
Skoda,Skoda Fabia 1.2 MPI Active Plus,2013,75000,First Owner,Hatchback,5,Manual,Petrol,1198,16,75,Comprehensive,Gurgaon,2.45
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 200,2020,38000,First Owner,Sedan,5,Automatic,Petrol,1950,11,201,Comprehensive,Delhi,43.75
Honda,Honda Jazz 1.2 VX i VTEC,2015,65000,First Owner,Hatchback,5,Manual,Petrol,1199,18,88,Comprehensive,Delhi,5.25
Maruti,Maruti Celerio X AMT ZXI BSIV,2018,23219,First Owner,Hatchback,5,Automatic,Petrol,998,21,67,Comprehensive,Bangalore,5.66
Maruti,Maruti Baleno 1.2 Delta,2016,76794,First Owner,Hatchback,5,Manual,Petrol,1197,21,83,Third Party insurance,Bangalore,6.32
Tata,Tata Indica V2 LS,2015,80000,Second Owner,Hatchback,5,Manual,Diesel,1396,25,69,Third Party insurance,Bangalore,1.5
Mitsubishi,Mitsubishi Lancer GLXD,2002,120000,Fifth Owner,Sedan,5,Manual,Diesel,1998,14,117,Third Party insurance,Bangalore,1.3
Renault,Renault KWID 1.0 RXT Optional,2019,26039,First Owner,Hatchback,5,Manual,Petrol,999,23,67,Comprehensive,Bangalore,4.45
Tata,Tata Zest Quadrajet 1.3 75PS XE,2017,120000,First Owner,Sedan,5,Manual,Diesel,1248,22,74,Third Party insurance,Mumbai,3.25
Hyundai,Hyundai Elantra SX AT,2013,63000,First Owner,Sedan,5,Automatic,Petrol,1797,14,147,Comprehensive,Mumbai,5.45
Maruti,Maruti Baleno Alpha AMT BSVI,2022,10950,First Owner,Hatchback,5,Automatic,Petrol,1197,22,88,Zero Dep,Mumbai,10.25
Volkswagen,Volkswagen Polo Petrol Comfortline 1.2L,2011,120000,Third Owner,Hatchback,5,Manual,Petrol,1198,16,73,Third Party insurance,Mumbai,2.8
Maruti,Maruti Wagon R LXI CNG,2014,105447,First Owner,Hatchback,5,Manual,CNG,998,26,58,Third Party,Mumbai,3.05
Maruti,Maruti Ertiga VXI,2014,60000,First Owner,MUV,7,Manual,Petrol,1373,16,93,Third Party insurance,Mumbai,6.56
Skoda,Skoda Superb Elegance 1.8 TSI AT,2012,55000,First Owner,Sedan,5,Automatic,Petrol,1798,13,157,Comprehensive,Mumbai,5.5
Honda,Honda Amaze V CVT Diesel,2018,47000,First Owner,Sedan,5,Automatic,Diesel,1498,21,78,Comprehensive,Mumbai,8.9
Audi,Audi S5 Sportback,2017,43774,Second Owner,Sedan,4,Automatic,Petrol,2995,12,328,Third Party insurance,Mumbai,54
Maruti,Maruti Baleno 1.2 Zeta,2019,88750,First Owner,Hatchback,5,Manual,Petrol,1197,21,83,Zero Dep,Delhi,6.26
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,50000,Second Owner,Hatchback,5,Manual,Petrol,1197,18,81,Third Party insurance,Delhi,4.5
Ford,Ford Ecosport Signature Edition Petrol BSIV,2019,21155,First Owner,SUV,5,Manual,Petrol,1497,17,121,Third Party,Delhi,9.42
Maruti,Maruti Baleno 1.2 Delta,2017,79544,First Owner,Hatchback,5,Manual,Petrol,1197,21,83,Comprehensive,Delhi,4.87
Ford,Ford Ecosport 1.5 Petrol Titanium BSIV,2017,40000,Second Owner,SUV,5,Manual,Petrol,1497,17,121,Third Party insurance,Gurgaon,5.8
Renault,Renault Triber RXZ BSVI,2022,3039,First Owner,MUV,7,Manual,Petrol,999,20,71,Third Party,Delhi,7.37
Honda,Honda City ZX CVT,2023,10000,First Owner,Sedan,5,Automatic,Petrol,1498,18,119,Third Party insurance,Delhi,11.2
Maruti,Maruti Swift Dzire VXI BSVI,2022,10000,First Owner,Sedan,5,Manual,Petrol,1197,22,88,Third Party insurance,Delhi,8.35
Volkswagen,Volkswagen Polo 1.0 MPI Comfortline,2018,51642,Second Owner,Hatchback,5,Manual,Petrol,999,17,75,Third Party insurance,Delhi,5.47
Maruti,Maruti Swift VXI,2010,88898,First Owner,Hatchback,5,Manual,Petrol,1197,22,88,Comprehensive,Delhi,1.99
Hyundai,Hyundai Verna E,2021,40000,First Owner,Sedan,5,Manual,Petrol,1497,17,113,Third Party insurance,Delhi,8.2
Mercedes-Benz,Mercedes-Benz GLC 220d 4MATIC,2022,35007,First Owner,SUV,5,Automatic,Diesel,1950,16,194,Comprehensive,Delhi,59.99
Honda,Honda Amaze S i-VTEC,2017,47500,First Owner,Sedan,5,Manual,Petrol,1198,17,86,Comprehensive,Delhi,3.99
Kia,Kia Seltos HTX G,2020,26012,First Owner,SUV,5,Manual,Petrol,1497,16,113,Third Party insurance,Delhi,13.25
Maruti,Maruti Swift Dzire AMT VXI,2018,58000,First Owner,Sedan,5,Automatic,Petrol,1197,21,81,Comprehensive,Delhi,5.65
Hyundai,Hyundai Santro Magna Executive CNG,2021,32611,First Owner,Hatchback,5,Manual,CNG,1086,30,59,Comprehensive,Delhi,5.34
Toyota,Toyota Corolla Altis G AT,2014,66000,Second Owner,Sedan,5,Automatic,Petrol,1798,14,138,Third Party insurance,Mumbai,6.51
Maruti,Maruti Baleno 1.2 CVT Zeta,2017,23000,Second Owner,Hatchback,5,Automatic,Petrol,1197,21,83,Comprehensive,Bangalore,7.25
BMW,BMW X5 xDrive 30d,2016,75000,Second Owner,SUV,5,Automatic,Diesel,2993,11,245,Comprehensive,Bangalore,44.5
Hyundai,Hyundai Creta 1.6 SX,2019,75000,First Owner,SUV,5,Manual,Petrol,1591,15,121,Comprehensive,Bangalore,11.95
BMW,BMW 5 Series 520d Luxury Line,2018,45000,Second Owner,Sedan,5,Automatic,Diesel,1995,20,187,Comprehensive,Bangalore,45
Honda,Honda Brio S MT,2013,80000,First Owner,Hatchback,5,Manual,Petrol,1198,19,86,Comprehensive,Bangalore,3.85
Volkswagen,Volkswagen Vento 1.2 TSI Highline Plus AT,2019,55289,First Owner,Sedan,5,Automatic,Petrol,1197,18,103,Comprehensive,Bangalore,10.99
Volkswagen,Volkswagen Tiguan 2.0 TSI Elegance BSVI,2022,10000,First Owner,SUV,5,Automatic,Petrol,1984,12,187,Comprehensive,Delhi,33.75
Tata,Tata New Safari DICOR 2.2 EX 4x2,2013,90000,Second Owner,SUV,7,Manual,Diesel,2179,11,138,Third Party insurance,Agra,2.96
Tata,Tata Nexon KRAZ,2018,49355,First Owner,SUV,5,Manual,Petrol,1198,17,108,Comprehensive,Lucknow,6.17
Maruti,Maruti Wagon R CNG LXI,2020,34900,First Owner,Hatchback,5,Manual,CNG,998,32,58,Zero Dep,Lucknow,5.2
Toyota,Toyota Etios Cross 1.2L G,2016,70991,First Owner,Hatchback,5,Manual,Petrol,1197,18,78,Without Insuarance,Lucknow,4.29
Maruti,Maruti Baleno 1.2 CVT Delta,2018,44491,Second Owner,Hatchback,5,Automatic,Petrol,1197,21,83,Third Party insurance,Chandigarh,5.84
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,30944,First Owner,Hatchback,5,Manual,Petrol,1197,18,81,Without Insuarance,Chandigarh,6.14
Nissan,Nissan Magnite Turbo XV Premium Opt BSVI,2021,15000,First Owner,SUV,5,Manual,Petrol,999,20,98,Comprehensive,Delhi,10.5
Maruti,Maruti Swift Vdi BSIII,2010,104842,Second Owner,Hatchback,5,Manual,Diesel,1248,17,106,Comprehensive,Jaipur,2.59
Hyundai,Hyundai Grand i10 CRDi Sportz,2014,76164,Second Owner,Hatchback,5,Manual,Diesel,1120,24,70,Comprehensive,Jaipur,3.44
Maruti,Maruti Celerio ZXI AMT,2017,107963,First Owner,Hatchback,5,Automatic,Petrol,998,26,65,Comprehensive,Jaipur,3.73
Hyundai,Hyundai Verna CRDi 1.6 SX Option,2018,104782,First Owner,Sedan,5,Manual,Diesel,1582,22,126,Without Insuarance,Jaipur,9
Mahindra,Mahindra XUV300 W8 Option Diesel BSIV,2019,78686,First Owner,SUV,5,Manual,Diesel,1497,20,115,Without Insuarance,Jaipur,8.69
Hyundai,Hyundai Creta E BSVI,2021,8455,First Owner,SUV,5,Manual,Petrol,1497,15,113,Without Insuarance,Jaipur,10.7
Hyundai,Hyundai Venue SX Diesel,2019,87000,First Owner,SUV,5,Manual,Diesel,1493,23,98,Comprehensive,Jaipur,9.5
Audi,Audi Q3 30 TDI,2017,79329,Second Owner,SUV,5,Manual,Diesel,1968,17,138,Third Party insurance,Jaipur,23.25
Toyota,Toyota Innova Crysta 2.4 ZX 7 STR,2022,10000,First Owner,MUV,7,Manual,Diesel,2393,12,148,Third Party insurance,Kolkata,24
Maruti,Maruti Zen Estilo LXI,2010,70000,Second Owner,Hatchback,5,Manual,Petrol,998,19,67,Third Party insurance,Kolkata,1.2
Maruti,Maruti Eeco 7 Seater STD 2020-2022,2021,20000,First Owner,Minivans,7,Manual,Petrol,1196,16,72,Third Party insurance,Kolkata,4.2
Honda,Honda Brio E MT,2013,50000,First Owner,Hatchback,5,Manual,Petrol,1198,19,86,Third Party insurance,Kolkata,2.6
Mahindra,Mahindra Bolero Power Plus ZLX,2016,64000,Second Owner,SUV,7,Manual,Diesel,1493,16,70,Third Party insurance,Kolkata,5.45
Hyundai,Hyundai Verna CRDi 1.6 AT SX Plus,2019,38506,First Owner,Sedan,5,Automatic,Diesel,1582,22,126,Third Party insurance,Kolkata,9
Mahindra,Mahindra Scorpio S2 9 Seater,2015,65480,First Owner,SUV,9,Manual,Diesel,2523,15,75,Third Party insurance,Kolkata,7
Audi,Audi Q5 2.0 TFSI Quattro,2010,50245,Second Owner,SUV,5,Automatic,Petrol,1984,11,221,Comprehensive,Kolkata,9
Hyundai,Hyundai Grand i10 Magna,2017,27092,First Owner,Hatchback,5,Manual,Petrol,1197,18,81,Third Party,Ahmedabad,4.68
Maruti,Maruti Baleno 1.2 Delta,2016,51955,First Owner,Hatchback,5,Manual,Petrol,1197,21,83,Zero Dep,Ahmedabad,5.14
Maruti,Maruti Alto 800 CNG LXI,2018,60000,First Owner,Hatchback,5,Manual,CNG,796,33,40,Third Party insurance,Ahmedabad,3.25
Maruti,Maruti Alto 800 VXI BSVI,2022,10000,First Owner,Hatchback,5,Manual,Petrol,796,22,47,Third Party insurance,Ahmedabad,4.9
Maruti,Maruti Swift VXI,2019,43012,First Owner,Hatchback,5,Manual,Petrol,1197,22,88,Zero Dep,Ahmedabad,5.74
Renault,Renault Kiger RXZ Turbo,2022,16000,First Owner,SUV,5,Manual,Petrol,999,20,98,Third Party insurance,Ahmedabad,7.9
Maruti,Maruti Swift 1.2 VDI BSII,2010,74000,First Owner,Hatchback,5,Manual,Diesel,1248,17,80,Third Party insurance,Ahmedabad,2.75
Maruti,Maruti Vitara Brezza ZDi Plus,2019,54000,First Owner,SUV,5,Manual,Diesel,1248,24,88,Third Party insurance,Ahmedabad,8.75
Hyundai,Hyundai i20 Asta 1.4 CRDi,2017,69000,First Owner,Hatchback,5,Manual,Diesel,1396,22,88,Third Party insurance,Ahmedabad,6.9
BMW,BMW 3 Series 320d Luxury Line,2020,50000,First Owner,Sedan,5,Automatic,Diesel,1995,20,187,Comprehensive,Chennai,41
Hyundai,Hyundai i20 Active 1.4 SX,2017,100844,Second Owner,Hatchback,5,Manual,Diesel,1396,21,88,Third Party insurance,Chennai,7.11
Mercedes-Benz,Mercedes-Benz C-Class C 220d Avantgarde Edition C,2017,50000,First Owner,Sedan,5,Automatic,Diesel,2143,19,167,Third Party insurance,Chennai,31
Honda,Honda Amaze SX i-VTEC,2015,93755,First Owner,Sedan,5,Manual,Petrol,1198,18,86,Comprehensive,Chennai,4.35
Mahindra,Mahindra XUV500 W10 AWD,2017,70000,First Owner,SUV,7,Manual,Diesel,2179,16,140,Comprehensive,Chennai,12.5
BMW,BMW X1 sDrive 20D xLine,2020,47500,Second Owner,SUV,5,Automatic,Diesel,1995,17,184,Comprehensive,Chennai,31.75
Honda,Honda Jazz V,2015,75000,Second Owner,Hatchback,5,Manual,Petrol,1199,18,88,Comprehensive,Chennai,5
Tata,Tata Nexon 1.2 Revotron XM,2019,40000,First Owner,SUV,5,Manual,Petrol,1198,17,108,Third Party insurance,Pune,7
Hyundai,Hyundai Sonata CRDi A/T,2011,120000,First Owner,Sedan,5,Automatic,Diesel,1991,11,94,Third Party insurance,Pune,4.35
Maruti,Maruti Wagon R LXI CNG,2012,121427,First Owner,Hatchback,5,Manual,CNG,998,26,58,Third Party,Pune,3.14
Mahindra,Mahindra Thar LX 4-Str Hard Top AT BSVI,2022,10000,First Owner,SUV,4,Automatic,Petrol,1997,10,150,Third Party insurance,Pune,16.4
Tata,Tata Tiago XZ Plus,2019,30910,First Owner,Hatchback,5,Manual,Petrol,1199,23,83,Third Party,Pune,5.66
Chevrolet,Chevrolet Enjoy Petrol LS 8 Seater,2014,90000,Third Owner,MUV,8,Manual,Petrol,1399,13,98,Third Party insurance,Pune,2.3
Hyundai,Hyundai Sonata 2.4 GDi MT,2013,38500,First Owner,Sedan,5,Manual,Petrol,2359,13,198,Comprehensive,Pune,6.5
Volkswagen,Volkswagen Polo GT TSI,2018,60000,Second Owner,Hatchback,5,Automatic,Petrol,1197,17,103,Comprehensive,Pune,7.75
Maruti,Maruti Zen LX,2006,115000,First Owner,Hatchback,5,Manual,Petrol,993,17,106,Third Party,Pune,8.71
Hyundai,Hyundai i20 1.2 Magna,2011,70000,Second Owner,Hatchback,5,Manual,Petrol,1197,18,84,Third Party insurance,Hyderabad,3.5
Hyundai,Hyundai Xcent 1.2 VTVT SX Option,2018,36140,First Owner,Sedan,5,Manual,Petrol,1197,20,81,Comprehensive,Hyderabad,5.65
Toyota,Toyota Qualis GS G4,2003,295000,Second Owner,SUV,8,Manual,Diesel,2446,9,100,Third Party insurance,Hyderabad,2.3
Maruti,Maruti Baleno Delta,2021,15700,First Owner,Hatchback,5,Manual,Petrol,1197,21,81,Zero Dep,Hyderabad,7.49
Kia,Kia Seltos HTX Diesel,2020,91000,First Owner,SUV,5,Manual,Diesel,1493,20,113,Third Party insurance,Hyderabad,13.75
Tata,Tata Zest Quadrajet 1.3 XMS,2015,130588,First Owner,Sedan,5,Manual,Diesel,1248,23,88,Without Insuarance,Gurgaon,2.08
Maruti,Maruti XL6 Zeta,2021,21000,First Owner,MUV,6,Manual,Petrol,1462,19,103,Comprehensive,Delhi,10.9
Maruti,Maruti Baleno 1.3 Sigma,2018,78631,First Owner,Hatchback,5,Manual,Diesel,1248,27,74,Third Party insurance,Bangalore,5.96
Maruti,Maruti Baleno Alpha,2020,10000,First Owner,Hatchback,5,Manual,Petrol,1197,21,81,Third Party insurance,Bangalore,9
Volkswagen,Volkswagen Ameo 1.2 MPI Comfortline,2016,60000,Second Owner,Sedan,5,Manual,Petrol,1198,17,73,Third Party insurance,Bangalore,5.2
Hyundai,Hyundai Verna 1.6 CRDi EX MT,2012,150000,Second Owner,Sedan,5,Manual,Diesel,1582,22,126,Third Party insurance,Bangalore,3.8
Volkswagen,Volkswagen Polo 1.2 MPI Highline,2014,80000,Third Owner,Hatchback,5,Manual,Petrol,1198,16,74,Third Party insurance,Bangalore,4.95
Maruti,Maruti Baleno 1.2 CVT Delta,2017,39481,Second Owner,Hatchback,5,Automatic,Petrol,1197,21,83,Zero Dep,Bangalore,7.29
Hyundai,Hyundai i20 Asta 1.2,2015,53606,First Owner,Hatchback,5,Manual,Petrol,1197,18,81,Zero Dep,Bangalore,6.66
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Option,2018,33623,Second Owner,Hatchback,5,Manual,Petrol,1197,18,81,Zero Dep,Bangalore,5.32
Maruti,Maruti Swift VXI,2014,123227,Third Owner,Hatchback,5,Manual,Petrol,1197,22,88,Comprehensive,Bangalore,3.96
Hyundai,Hyundai i10 Magna 1.1L,2017,29960,First Owner,Hatchback,5,Manual,Petrol,1086,19,68,Comprehensive,Bangalore,3.92
Hyundai,Hyundai EON Era Plus,2018,77164,Second Owner,Hatchback,5,Manual,Petrol,814,21,55,Third Party insurance,Mumbai,3.14
Maruti,Maruti Swift Dzire VXI AT,2015,66451,Third Owner,Sedan,5,Automatic,Petrol,1197,22,88,Comprehensive,Mumbai,3.96
Maruti,Maruti Celerio ZXI,2016,63848,Second Owner,Hatchback,5,Manual,Petrol,998,25,65,Third Party,Mumbai,3.89
