car_company,car_model,registered_yr,Kms_driven,owner_type,body_type,seats,transmission_type,fuel_type,engine_capacity_in_cc,mileage_in_kmpl,max_power_in_bhp,insurance,city,resale_price_in_Lakh_Rupees
Hyundai,Hyundai i20 Magna 1.2,2014,35325,Second Owner,Hatchback,5,Manual,Petrol,1197,18,81,Comprehensive,Chennai,4.97
Maruti,Maruti Ritz VXI,2009,76656,Second Owner,Hatchback,5,Manual,Petrol,1197,21,85,Comprehensive,Chennai,2.3
Hyundai,Hyundai i10 Magna,2011,91143,First Owner,Hatchback,5,Manual,Petrol,1197,20,78,Comprehensive,Chennai,2.95
Maruti,Maruti Ritz VXi,2010,66297,First Owner,Hatchback,5,Manual,Petrol,1197,18,85,Third Party insurance,Chennai,2.65
Hyundai,Hyundai i20 1.2 Asta,2014,87431,First Owner,Hatchback,5,Manual,Petrol,1197,18,81,Comprehensive,Chennai,4.95
Honda,Honda Amaze VX i-DTEC,2013,67905,First Owner,Sedan,5,Manual,Diesel,1498,25,98,Third Party insurance,Chennai,4.9
Hyundai,Hyundai Xcent 1.1 CRDi S Option,2014,61331,First Owner,Sedan,5,Manual,Diesel,1120,24,71,Comprehensive,Chennai,4.7
Tata,Tata Zest Quadrajet 1.3 XTA,2016,90000,First Owner,Sedan,5,Automatic,Diesel,1248,21,88,Comprehensive,Chennai,5.5
Maruti,Maruti Wagon R LXI CNG,2014,95733,First Owner,Hatchback,5,Manual,CNG,998,26,58,Comprehensive,Pune,3.74
MG,MG Hector Plus Sharp CVT,2022,10000,First Owner,SUV,6,Automatic,Petrol,1451,16,141,Third Party insurance,Pune,23.5
Maruti,Maruti Wagon R VXI,2017,37000,First Owner,Hatchback,5,Manual,Petrol,998,21,67,Third Party insurance,Pune,4.25
Toyota,Toyota Corolla Altis GL,2010,70000,First Owner,Sedan,5,Manual,Petrol,1798,14,138,Comprehensive,Pune,3.1
Force,Force One EX,2012,60000,Third Owner,SUV,7,Manual,Diesel,2650,17,80,Third Party insurance,Hyderabad,3.5
Honda,Honda City V MT,2013,89205,Second Owner,Sedan,5,Manual,Petrol,1497,16,116,Comprehensive,Hyderabad,5.27
Volkswagen,Volkswagen Polo GT TSI,2015,50000,First Owner,Hatchback,5,Automatic,Petrol,1197,17,103,Third Party insurance,Hyderabad,6
Hyundai,Hyundai Grand i10 CRDi Sportz,2014,84969,Second Owner,Hatchback,5,Manual,Diesel,1120,24,70,Third Party,Hyderabad,4.07
Chevrolet,Chevrolet Optra 1.6,2005,110000,Second Owner,Sedan,5,Manual,Petrol,1599,17,93,Third Party insurance,Hyderabad,8.71
Maruti,Maruti Alto K10 VXI,2014,44245,First Owner,Hatchback,5,Manual,Petrol,998,24,65,Third Party,Hyderabad,2.5
Maruti,Maruti Swift VDI,2012,110000,First Owner,Hatchback,5,Manual,Diesel,1248,22,74,Third Party insurance,Hyderabad,3.5
Maruti,Maruti Alto 800 LXI,2015,24000,First Owner,Hatchback,5,Manual,Petrol,796,22,47,Third Party,Hyderabad,3.05
Hyundai,Hyundai i10 Sportz,2011,90000,First Owner,Hatchback,5,Manual,Petrol,1197,20,78,Third Party insurance,Hyderabad,2.9
Chevrolet,Chevrolet Cruze LTZ,2014,90000,Second Owner,Sedan,5,Manual,Diesel,1998,17,163,Third Party insurance,Gurgaon,4
Maruti,Maruti Celerio VXI CNG Optional BSIV,2019,71644,First Owner,Hatchback,5,Manual,CNG,998,31,58,Third Party,Gurgaon,4.6
Datsun,Datsun GO Plus A,2016,80000,Second Owner,Datsun,7,Manual,Petrol,1198,20,67,Third Party insurance,Gurgaon,2.95
Maruti,Maruti Swift LXI Optional-O,2015,60000,First Owner,Hatchback,5,Manual,Petrol,1197,20,83,Third Party insurance,Gurgaon,3.8
Tata,Tata Nexon XZ 2020-2022,2021,23838,First Owner,SUV,5,Manual,Petrol,1199,17,118,Comprehensive,Gurgaon,9.02
Maruti,Maruti Wagon R VXI,2012,65000,First Owner,Hatchback,5,Manual,Petrol,998,21,67,Comprehensive,Delhi,2.1
MG,MG Hector Sharp DCT,2020,40000,First Owner,SUV,5,Automatic,Petrol,1451,13,141,Comprehensive,Delhi,16.25
Maruti,Maruti Baleno 1.2 Delta,2018,79000,First Owner,Hatchback,5,Manual,Petrol,1197,21,83,Second Party Insuarance,Bangalore,6.9
Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2014,90000,First Owner,MUV,8,Manual,Diesel,2494,12,100,Third Party insurance,Bangalore,12.75
Hyundai,Hyundai i20 Asta BSVI,2022,20000,First Owner,Hatchback,5,Manual,Petrol,1197,21,81,Third Party insurance,Bangalore,9
Hyundai,Hyundai Santro Asta BSIV,2018,27965,Second Owner,Hatchback,5,Manual,Petrol,1086,20,68,Third Party,Bangalore,5.48
Maruti,Maruti Celerio VXI AMT,2017,22308,Second Owner,Hatchback,5,Automatic,Petrol,998,26,65,Comprehensive,Bangalore,4.54
Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,75000,First Owner,MUV,8,Manual,Diesel,2494,12,100,Comprehensive,Bangalore,13.15
Hyundai,Hyundai i20 Asta Option Diesel,2019,81099,First Owner,Hatchback,5,Manual,Diesel,1396,22,88,Comprehensive,Mumbai,7.72
Tata,Tata Tiago XZ Plus BSVI,2021,26662,First Owner,Hatchback,5,Manual,Petrol,1199,19,84,Third Party,Mumbai,5.84
Ford,Ford Ecosport Sports Diesel,2020,50000,First Owner,SUV,5,Manual,Diesel,1498,21,98,Third Party insurance,Mumbai,11.5
Maruti,Maruti Baleno 1.2 Alpha,2017,39175,First Owner,Hatchback,5,Manual,Petrol,1197,21,83,Comprehensive,Mumbai,5.9
Maruti,Maruti Baleno 1.2 CVT Zeta,2016,71469,First Owner,Hatchback,5,Automatic,Petrol,1197,21,83,Third Party,Mumbai,5.34
Jaguar,Jaguar XF 2.2 Litre Luxury,2014,70000,First Owner,Sedan,5,Automatic,Diesel,2179,16,187,Third Party insurance,Mumbai,18
Toyota,Toyota Innova 2.5 G4 Diesel 8-seater,2009,126000,Second Owner,MUV,8,Manual,Diesel,2494,12,96,Comprehensive,Mumbai,3.65
Toyota,Toyota Fortuner 2.8 2WD AT BSIV,2020,45000,First Owner,SUV,7,Automatic,Diesel,2755,12,174,Comprehensive,Mumbai,37.5
Maruti,Maruti Swift Dzire VXI,2017,46892,First Owner,Sedan,5,Manual,Petrol,1197,20,83,Third Party insurance,Mumbai,5.95
Hyundai,Hyundai i20 Asta 1.4 CRDi,2014,100000,First Owner,Hatchback,5,Manual,Diesel,1396,22,88,Third Party insurance,Delhi,3.3
Maruti,Maruti XL6 Zeta AT,2022,20000,Second Owner,MUV,6,Automatic,Petrol,1462,17,103,Third Party insurance,Delhi,11.6
Hyundai,Hyundai Grand i10 Sportz,2015,73224,Second Owner,Hatchback,5,Manual,Petrol,1197,18,82,Third Party,Delhi,3.55
Hyundai,Hyundai i20 1.2 Sportz Option,2011,70000,First Owner,Hatchback,5,Manual,Petrol,1197,17,84,Third Party insurance,Delhi,2.7
Hyundai,Hyundai Santro Sportz BSIV,2018,60000,First Owner,Hatchback,5,Manual,Petrol,1086,20,68,Third Party insurance,Delhi,5
Maruti,Maruti Baleno Zeta,2020,23842,First Owner,Hatchback,5,Manual,Petrol,1197,21,81,Comprehensive,Delhi,7.35
Hyundai,Hyundai i10 Era,2013,60000,Second Owner,Hatchback,5,Manual,Petrol,1086,19,68,Third Party insurance,Delhi,2.35
Maruti,Maruti Swift Dzire VXI,2014,55756,Second Owner,Sedan,5,Manual,Petrol,1197,22,88,Comprehensive,Delhi,3.73
Nissan,Nissan Terrano XV Premium 110 PS Anniversary Edition,2014,100000,Second Owner,SUV,5,Manual,Diesel,1461,19,108,Third Party insurance,Delhi,4
Toyota,Toyota Innova Crysta 2.4 VX MT,2017,104000,First Owner,MUV,7,Manual,Diesel,2393,13,147,Comprehensive,Delhi,14.75
Ford,Ford Ecosport 1.5 Ti VCT AT Titanium,2015,100000,First Owner,SUV,5,Automatic,Petrol,1499,16,110,Third Party insurance,Delhi,5
Maruti,Maruti Wagon R CNG LXI,2019,49112,First Owner,Hatchback,5,Manual,CNG,998,32,58,Comprehensive,Mumbai,5.95
Jeep,Jeep Meridian Limited Opt AT BSVI,2022,15000,First Owner,SUV,7,Automatic,Diesel,1956,15,167,Third Party,Mumbai,33.99
Skoda,Skoda Rapid 1.0 TSI Ambition AT,2020,40844,First Owner,Sedan,5,Automatic,Petrol,999,16,108,Comprehensive,Bangalore,11.45
Maruti,Maruti Alto 800 VXI,2018,69107,First Owner,Hatchback,5,Manual,Petrol,796,24,47,Third Party insurance,Bangalore,4
Jeep,Jeep Compass 1.4 Limited,2018,33000,First Owner,SUV,5,Automatic,Petrol,1368,16,160,Comprehensive,Bangalore,17.75
Volkswagen,Volkswagen Polo Petrol Comfortline 1.2L,2014,66736,Second Owner,Hatchback,5,Manual,Petrol,1198,16,73,Comprehensive,Bangalore,5.25
Honda,Honda City i DTEC V,2015,77000,First Owner,Sedan,5,Manual,Diesel,1498,26,98,Third Party insurance,Hyderabad,6.5
Nissan,Nissan Micra XE,2011,67258,First Owner,Hatchback,5,Manual,Petrol,1198,23,63,Comprehensive,Bangalore,2.95
Jeep,Jeep Wrangler 3.6 4X4,2017,30000,Second Owner,SUV,5,Automatic,Petrol,3604,9,280,Comprehensive,Bangalore,45
Maruti,Maruti Wagon R VXI BS IV,2018,56431,First Owner,Hatchback,5,Manual,Petrol,998,20,67,Third Party insurance,Bangalore,5.25
Maruti,Maruti Celerio ZXI,2015,57521,First Owner,Hatchback,5,Manual,Petrol,998,25,65,Comprehensive,Bangalore,4.54
Maruti,Maruti Ertiga VXI,2013,72200,First Owner,MUV,7,Manual,Petrol,1462,20,101,Third Party insurance,Delhi,4.85
Honda,Honda City i-VTEC VX,2021,6800,First Owner,Sedan,5,Manual,Petrol,1497,17,117,Third Party,Delhi,12.85
Hyundai,Hyundai Creta 1.6 SX Automatic,2018,35000,Second Owner,SUV,5,Automatic,Petrol,1591,14,121,Third Party insurance,Delhi,10.75
Kia,Kia Sonet HTX Plus Turbo iMT BSVI,2021,10000,First Owner,SUV,5,Manual,Petrol,998,18,118,Third Party insurance,Agra,10
Audi,Audi A6 35 TFSI,2015,79000,Second Owner,Sedan,5,Automatic,Petrol,1798,15,187,Comprehensive,Gurgaon,20.9
Tata,Tata Altroz XT BSVI,2022,20000,First Owner,Hatchback,5,Manual,Petrol,1199,19,86,Third Party insurance,Lucknow,7.5
Nissan,Nissan Micra Active XL Option,2019,26098,First Owner,Hatchback,5,Manual,Petrol,1198,18,67,Third Party insurance,Lucknow,4.35
Maruti,Maruti Wagon R VXI,2013,28144,First Owner,Hatchback,5,Manual,Petrol,998,21,67,Comprehensive,Gurgaon,2.88
BMW,BMW X3 xDrive 20d xLine,2020,38000,First Owner,SUV,5,Automatic,Diesel,1995,18,187,Third Party insurance,Gurgaon,51.5
Hyundai,Hyundai Grand i10 Nios Era,2020,22480,First Owner,Hatchback,5,Manual,Petrol,1197,20,81,Third Party insurance,Jaipur,5.02
Datsun,Datsun RediGO AMT 1.0 T Option,2018,22982,First Owner,Hatchback,5,Automatic,Petrol,999,22,67,Comprehensive,Jaipur,3.28
Mahindra,Mahindra XUV300 W8 Diesel BSIV,2019,60000,First Owner,SUV,5,Manual,Diesel,1497,20,115,Third Party insurance,Jaipur,10
Maruti,Maruti Swift Dzire VDI,2015,110000,First Owner,Sedan,5,Manual,Diesel,1248,26,74,Third Party insurance,Jaipur,4.95
Renault,Renault Duster 85PS Diesel RxL,2015,57482,First Owner,SUV,5,Manual,Diesel,1461,20,83,Without Insuarance,Jaipur,5
Maruti,Maruti Alto 800 LXI,2014,70000,First Owner,Hatchback,5,Manual,Petrol,796,22,47,Third Party insurance,Kolkata,1.8
Hyundai,Hyundai Santro Xing GLS,2009,80000,First Owner,Hatchback,5,Manual,Petrol,1086,17,62,Third Party insurance,Kolkata,1.25
Hyundai,Hyundai Verna 1.6 VTVT S,2017,53487,Second Owner,Sedan,5,Manual,Petrol,1591,17,121,Third Party,Kolkata,4.4
Maruti,Maruti Swift Dzire VDI,2013,32000,Second Owner,Sedan,5,Manual,Diesel,1248,23,74,Comprehensive,Kolkata,3.7
Tata,Tata Altroz XTA DCT BSVI,2022,1700,First Owner,Hatchback,5,Automatic,Petrol,1199,18,86,Third Party insurance,Kolkata,7.49
Land,Land Rover Range Rover Velar P250 R-Dynamic S,2020,33581,Second Owner,SUV,5,Automatic,Petrol,1997,15,247,Comprehensive,Kolkata,79
Maruti,Maruti Ignis 1.2 Alpha BSIV,2017,49433,Second Owner,Hatchback,5,Manual,Petrol,1197,20,81,Comprehensive,Ahmedabad,4.74
Maruti,Maruti Celerio ZXI AT,2017,96350,Second Owner,Hatchback,5,Automatic,Petrol,998,23,67,Third Party,Ahmedabad,4.03
Volkswagen,Volkswagen Polo Petrol Trendline 1.2L,2011,90000,Third Owner,Hatchback,5,Manual,Petrol,1198,16,73,Third Party insurance,Ahmedabad,1.65
Maruti,Maruti Ciaz VXi Plus,2015,77876,First Owner,Sedan,5,Manual,Petrol,1373,20,91,Comprehensive,Ahmedabad,5.45
Maruti,Maruti Wagon R LXI,2017,80000,First Owner,Hatchback,5,Manual,Petrol,998,21,67,Comprehensive,Ahmedabad,4.25
Tata,Tata Nexon XZ Plus HS,2022,30000,First Owner,SUV,5,Manual,Petrol,1199,17,118,Third Party insurance,Ahmedabad,10.42
Datsun,Datsun GO Plus T,2018,14126,First Owner,MUV,7,Manual,Petrol,1198,19,67,Comprehensive,Chennai,4.46
Mercedes-Benz,Mercedes-Benz AMG GLA 35 4MATIC BSVI,2022,2000,First Owner,SUV,5,Automatic,Petrol,1991,7,301,Third Party insurance,Chennai,64.5
Honda,Honda City SV MT,2015,114883,First Owner,Sedan,5,Manual,Petrol,1497,17,117,Comprehensive,Chennai,5.15
Renault,Renault KWID 1.0 AMT RXT,2017,40000,First Owner,Hatchback,5,Automatic,Petrol,999,24,67,Comprehensive,Chennai,4.1
Hyundai,Hyundai i10 Era 1.1 iTech SE,2010,77326,First Owner,Hatchback,5,Manual,Petrol,1086,19,68,Third Party insurance,Pune,1.97
Honda,Honda City i VTEC SV,2016,10000,First Owner,Sedan,5,Manual,Petrol,1497,17,117,Third Party insurance,Pune,9.8
Maruti,Maruti Wagon R LXI CNG,2014,85031,First Owner,Hatchback,5,Manual,CNG,998,26,58,Third Party insurance,Pune,3.94
Maruti,Maruti Swift Dzire VXI,2014,112866,First Owner,Sedan,5,Manual,Petrol,1197,22,88,Comprehensive,Pune,4.51
Hyundai,Hyundai EON Magna Plus,2014,35281,First Owner,Hatchback,5,Manual,Petrol,814,21,55,Comprehensive,Pune,3.28
Audi,Audi Q3 Technology BSVI,2023,500,First Owner,SUV,5,Automatic,Petrol,1984,12,187,Comprehensive,Pune,55
Hyundai,Hyundai i20 1.2 Spotz,2018,23000,First Owner,Hatchback,5,Manual,Petrol,1197,18,81,Comprehensive,Pune,6.15
Maruti,Maruti Celerio VXI,2017,85000,Second Owner,Hatchback,5,Manual,Petrol,998,21,67,Comprehensive,Pune,4.35
Ford,Ford Endeavour 3.0L 4X4 AT,2011,82000,Second Owner,SUV,7,Automatic,Diesel,2953,11,153,Comprehensive,Pune,4.5
Maruti,Maruti Swift VXI,2013,36577,Third Owner,Hatchback,5,Manual,Petrol,1197,22,88,Comprehensive,Hyderabad,4.03
Toyota,Toyota Fortuner 4X2 Diesel BSVI,2022,20000,First Owner,SUV,7,Manual,Diesel,2755,17,201,Third Party insurance,Hyderabad,40
Maruti,Maruti Wagon R LXI BS IV,2012,42137,Second Owner,Hatchback,5,Manual,Petrol,998,18,67,Comprehensive,Hyderabad,3.25
BMW,BMW X1 sDrive20d,2011,82000,First Owner,SUV,5,Automatic,Diesel,1995,17,184,Third Party insurance,Hyderabad,12.99
Volkswagen,Volkswagen Vento 1.0 TSI Highline,2020,38500,First Owner,Sedan,5,Manual,Petrol,999,17,108,Zero Dep,Hyderabad,9.09
Hyundai,Hyundai i10 Sportz AT,2011,60000,First Owner,Hatchback,5,Automatic,Petrol,1197,16,78,Third Party insurance,Gurgaon,2.94
Toyota,Toyota Fortuner 4X4 Diesel AT BSVI,2021,24000,First Owner,SUV,7,Automatic,Diesel,2755,18,201,Comprehensive,Delhi,43.5
Honda,Honda Amaze S i-VTEC,2017,42004,First Owner,Sedan,5,Manual,Petrol,1198,17,86,Third Party insurance,Delhi,5.15
Mahindra,Mahindra XUV500 W9,2020,58579,First Owner,SUV,7,Manual,Diesel,2179,15,152,Third Party insurance,Bangalore,15.8
Mitsubishi,Mitsubishi Pajero Sport 4X4,2013,17076,First Owner,SUV,7,Manual,Diesel,2477,13,175,Comprehensive,Bangalore,16.95
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Option AT,2018,17026,Second Owner,Hatchback,5,Automatic,Petrol,1197,18,81,Comprehensive,Bangalore,6.22
Volkswagen,Volkswagen Taigun 1.0 TSI Topline BSVI,2022,97346,First Owner,SUV,5,Manual,Petrol,999,20,113,Comprehensive,Bangalore,13.87
Renault,Renault KWID Climber 1.0 AMT,2017,49779,Third Owner,Hatchback,5,Automatic,Petrol,999,24,67,Comprehensive,Bangalore,3.67
Maruti,Maruti Celerio ZXI,2018,51877,Third Owner,Hatchback,5,Manual,Petrol,998,25,65,Comprehensive,Bangalore,4.76
Honda,Honda City i VTEC CVT VX,2017,76087,First Owner,Sedan,5,Automatic,Petrol,1497,18,117,Comprehensive,Bangalore,8.82
Renault,Renault KWID RXT,2018,16808,First Owner,Hatchback,5,Manual,Petrol,799,25,53,Comprehensive,Bangalore,3.88
Hyundai,Hyundai Grand i10 1.2 Kappa Asta,2017,34757,First Owner,Hatchback,5,Manual,Petrol,1197,18,81,Comprehensive,Bangalore,5.93
Hyundai,Hyundai Grand i10 Magna,2014,45000,First Owner,Hatchback,5,Manual,Petrol,1197,18,82,Comprehensive,Bangalore,4.45
Ford,Ford Ecosport 1.5 Diesel Titanium Plus BSIV,2018,90000,First Owner,SUV,5,Manual,Diesel,1498,23,98,Comprehensive,Bangalore,9.75
Skoda,Skoda Kodiaq 2.0 TDI Style,2018,40700,First Owner,SUV,7,Automatic,Diesel,1968,16,148,Third Party insurance,Mumbai,26
Hyundai,Hyundai Verna VTVT 1.6 AT SX Option,2018,35765,First Owner,Sedan,5,Automatic,Petrol,1591,17,121,Comprehensive,Mumbai,8.96
Honda,Honda Jazz ZX CVT,2021,53256,First Owner,Hatchback,5,Automatic,Petrol,1199,17,88,Zero Dep,Mumbai,8.18
Hyundai,Hyundai Xcent 1.2 Kappa SX Option,2015,77770,First Owner,Sedan,5,Manual,Petrol,1197,19,82,Third Party,Mumbai,4.41
Tata,Tata Tigor XZA,2018,116384,First Owner,Sedan,5,Automatic,Petrol,1199,20,83,Third Party,Mumbai,4.69
Honda,Honda New Accord 2.4 A/T,2010,100000,Second Owner,Sedan,5,Automatic,Petrol,2354,11,177,Third Party insurance,Mumbai,3.2
Hyundai,Hyundai Verna 1.6 VTVT EX AT,2014,80000,Third Owner,Sedan,5,Automatic,Petrol,1591,17,121,Third Party insurance,Mumbai,3.5
Toyota,Toyota Innova Crysta 2.4 VX MT BSIV,2017,70000,First Owner,MUV,7,Manual,Diesel,2393,13,147,Third Party insurance,Mumbai,18.5
Tata,Tata Hexa XTA,2018,56320,First Owner,MUV,7,Automatic,Diesel,2179,17,153,Comprehensive,Mumbai,11.95
Datsun,Datsun GO T,2018,21637,Second Owner,Hatchback,5,Manual,Petrol,1198,19,67,Comprehensive,Delhi,2.85
Hyundai,Hyundai Venue S Plus,2021,20000,First Owner,SUV,5,Manual,Petrol,1197,17,81,Third Party insurance,Delhi,7.9
Honda,Honda City i VTEC E,2016,19188,First Owner,Sedan,5,Manual,Petrol,1497,17,117,Third Party,Delhi,5.96
Hyundai,Hyundai Xcent 1.1 CRDi S,2015,40000,First Owner,Sedan,5,Manual,Diesel,1120,24,71,Third Party insurance,Delhi,3.35
Honda,Honda City 1.5 E MT,2010,70000,First Owner,Sedan,5,Manual,Petrol,1497,17,84,Third Party insurance,Delhi,2.7
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2012,90000,First Owner,Sedan,5,Manual,Diesel,1582,22,126,Third Party insurance,Delhi,3.5
Tata,Tata Hexa XT,2018,40000,First Owner,SUV,7,Manual,Diesel,2179,17,153,Third Party insurance,Delhi,10
Hyundai,Hyundai Grand i10 Sportz,2015,90358,First Owner,Hatchback,5,Manual,Petrol,1197,18,82,Third Party,Delhi,3.77
Tata,Tata Nexon 1.2 Revotron XMA,2019,45000,First Owner,SUV,5,Automatic,Petrol,1198,17,108,Comprehensive,Delhi,7.5
Hyundai,Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,21903,Second Owner,Hatchback,5,Manual,Petrol,1197,18,81,Third Party insurance,Delhi,4.52
Toyota,Toyota Innova Crysta 2.7 VX MT BSIV,2019,37000,First Owner,MUV,7,Manual,Petrol,2694,11,163,Third Party insurance,Mumbai,19.49
Hyundai,Hyundai Creta 1.6 SX Option,2016,85000,Second Owner,SUV,5,Manual,Petrol,1591,15,121,Comprehensive,Mumbai,7.7
Mercedes-Benz,Mercedes-Benz GLE 250d,2018,38000,First Owner,SUV,5,Automatic,Diesel,2143,17,201,Third Party insurance,Mumbai,49.75
Hyundai,Hyundai Grand i10 1.2 CRDi Sportz,2017,37270,First Owner,Hatchback,5,Manual,Diesel,1186,24,73,Comprehensive,Mumbai,5.95
Kia,Kia Carens Prestige Plus Turbo 2022-2023,2022,9000,First Owner,MUV,7,Manual,Petrol,1353,16,138,Third Party insurance,Mumbai,16.7
Hyundai,Hyundai Grand i10 Sportz,2016,80177,First Owner,Hatchback,5,Manual,Petrol,1197,18,82,Comprehensive,Mumbai,4.22
Audi,Audi Q3 35 TDI Quattro Premium Plus,2017,62000,First Owner,SUV,5,Automatic,Diesel,1968,15,174,Comprehensive,Bangalore,24.95
Volkswagen,Volkswagen Polo 1.0 MPI Highline Plus,2019,25829,First Owner,Hatchback,5,Manual,Petrol,999,18,75,Comprehensive,Bangalore,8.75
Volkswagen,Volkswagen Polo GT TSI,2018,42000,Second Owner,Hatchback,5,Automatic,Petrol,1197,17,103,Comprehensive,Bangalore,9.25
Maruti,Maruti Baleno Alpha CVT,2019,35135,First Owner,Hatchback,5,Automatic,Petrol,1197,19,81,Third Party insurance,Bangalore,8.99
Hyundai,Hyundai Verna SX Opt AT Diesel,2020,33437,First Owner,Sedan,5,Automatic,Diesel,1493,21,113,Comprehensive,Bangalore,15.72
Maruti,Maruti Celerio ZXI AMT,2016,72029,Second Owner,Hatchback,5,Automatic,Petrol,998,26,65,Third Party,Lucknow,3.82
Maruti,Maruti SX4 S Cross Delta DDiS 200 SH,2020,80000,First Owner,SUV,5,Manual,Diesel,1248,25,88,Third Party insurance,Lucknow,7.8
Maruti,Maruti Swift Dzire VXI BSVI,2020,50000,First Owner,Sedan,5,Manual,Petrol,1197,22,88,Third Party insurance,Lucknow,7
Maruti,Maruti Vitara Brezza ZDi Plus AMT,2018,88582,Second Owner,SUV,5,Automatic,Diesel,1248,24,88,Comprehensive,Jaipur,8.02
Toyota,Toyota Fortuner 3.0 Diesel,2010,96000,Third Owner,SUV,7,Manual,Diesel,2982,11,99,Comprehensive,Jaipur,8.5
Tata,Tata Altroz XZ BSVI,2020,32233,First Owner,Hatchback,5,Manual,Petrol,1199,19,86,Comprehensive,Jaipur,7.25
Hyundai,Hyundai i10 Sportz 1.1L,2016,39401,First Owner,Hatchback,5,Manual,Petrol,1086,19,68,Third Party insurance,Kolkata,2.94
Mahindra,Mahindra XUV500 W11 BSIV,2018,60000,First Owner,SUV,7,Manual,Diesel,2179,15,152,Third Party insurance,Kolkata,13
Mahindra,Mahindra XUV500 W11 BSIV,2019,60000,Second Owner,SUV,7,Manual,Diesel,2179,15,152,Third Party insurance,Kolkata,12.5
MG,MG Hector Sharp DCT,2019,20000,First Owner,SUV,5,Automatic,Petrol,1451,6,141,Third Party,Kolkata,13.35
Kia,Kia Seltos GTX Plus DCT,2021,33815,First Owner,SUV,5,Automatic,Petrol,1353,16,138,Comprehensive,Kolkata,16
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,2021,3560,First Owner,Sedan,5,Automatic,Diesel,1950,12,194,Comprehensive,Kolkata,39.2
Hyundai,Hyundai i10 Era LPG,2013,80000,Second Owner,Hatchback,5,Manual,LPG,1086,19,68,Third Party insurance,Ahmedabad,2.55
Volkswagen,Volkswagen Polo Diesel Highline 1.2L,2011,90000,Fifth Owner,Hatchback,5,Manual,Diesel,1199,22,73,Third Party insurance,Ahmedabad,2
Honda,Honda Brio S MT,2014,75029,Second Owner,Hatchback,5,Manual,Petrol,1198,19,86,Third Party,Ahmedabad,3.91
Honda,Honda Civic 1.8 V MT,2009,110000,Third Owner,Sedan,5,Manual,Petrol,1799,13,130,Third Party insurance,Ahmedabad,2
Maruti,Maruti XL6 Alpha AT,2021,25692,First Owner,MUV,6,Automatic,Petrol,1462,20,101,Zero Dep,Ahmedabad,11.15
Tata,Tata Movus LX 9 Seater,2015,65000,First Owner,MUV,9,Manual,Diesel,2179,15,118,Third Party insurance,Ahmedabad,3
Honda,Honda City i VTEC SV,2016,101599,First Owner,Sedan,5,Manual,Petrol,1497,17,117,Zero Dep,Chennai,5.79
Maruti,Maruti Alto 800 LXI,2019,60000,Second Owner,Hatchback,5,Manual,Petrol,796,22,47,Third Party insurance,Chennai,3.2
Maruti,Maruti Ignis 1.2 Zeta BSIV,2019,28463,First Owner,Hatchback,5,Manual,Petrol,1197,20,81,Comprehensive,Chennai,5.65
Hyundai,Hyundai Grand i10 Magna,2017,67485,First Owner,Hatchback,5,Manual,Petrol,1197,18,81,Comprehensive,Chennai,4.4
Maruti,Maruti Swift Dzire LXI,2017,30316,First Owner,Sedan,5,Manual,Petrol,1197,19,85,Comprehensive,Chennai,6.35
Hyundai,Hyundai Grand i10 AT Asta,2015,65000,Third Owner,Hatchback,5,Automatic,Petrol,1197,18,82,Comprehensive,Chennai,4.3
Honda,Honda Brio VX,2016,101067,Second Owner,Hatchback,5,Manual,Petrol,1198,19,86,Comprehensive,Chennai,3.91
Maruti,Maruti Alto LXi,2012,63697,First Owner,Hatchback,5,Manual,Petrol,796,19,46,Third Party insurance,Chennai,2.35
Ford,Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,2019,37655,First Owner,SUV,5,Automatic,Petrol,1497,14,121,Third Party insurance,Chennai,9.9
BMW,BMW 3 Series GT Sport,2019,60000,First Owner,Sedan,5,Automatic,Diesel,1995,21,188,Comprehensive,Chennai,35.75
Skoda,Skoda Laura 1.8 TSI Active,2011,90000,Fourth Owner,Sedan,5,Manual,Petrol,1798,13,157,Third Party insurance,Pune,2.5
Tata,Tata Nexon 1.5 Revotorq XZA Plus DualTone,2019,34382,Second Owner,SUV,5,Automatic,Diesel,1497,21,108,Third Party,Pune,9.13
Maruti,Maruti Wagon R LXI BS IV,2010,36007,First Owner,Hatchback,5,Manual,Petrol,998,18,67,Comprehensive,Pune,2.32
Honda,Honda City V MT AVN,2016,92974,First Owner,Sedan,5,Manual,Petrol,1497,16,116,Third Party insurance,Pune,5.65
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,2009,94000,First Owner,MUV,7,Manual,Diesel,2494,12,100,Comprehensive,Pune,4.75
Honda,Honda Amaze S i-Dtech,2014,82000,First Owner,Sedan,5,Manual,Diesel,1498,25,98,Third Party insurance,Pune,4.9
Renault,Renault KWID 1.0 RXT,2018,84020,First Owner,Hatchback,5,Manual,Petrol,999,23,67,Third Party insurance,Hyderabad,3.49
